ICAO,IATA,FAA,Name,Served City,Country,Latitude,Longitude,Category,Rescue and Fire Airport,Deice Info,Deice Not Available
KTYQ,,TYQ,Indianapolis Executive  ,Indianapolis,United States,40.028611,-86.251405,AirSprint Inc.: A,,"DEICE/ANTI-ICE [03JUN24]:

•	Type I & IV available at FBO",No
KTYR,TYR,TYR,Tyler Pounds Regional,Tyler,United States,32.353547,-95.402978,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KTYS,TYS,TYS,McGhee Tyson,Knoxville,United States,35.811091,-83.994067,AirSprint Inc.: A,,No Deice Mentions Found,
KUAO,,UAO,Aurora State,Aurora,United States,45.2471389,-122.7700556,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KUDD,UDD,UDD,Bermuda Dunes,Palm Springs,United States,33.748438,-116.274813,AirSprint Inc.: A,,No Deice Mentions Found,
KUDG,,UDG,Darlington County,Darlington,United States,34.447489,-79.886424,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KUES,UES,UES,Waukesha County,Waukesha,United States,43.041028,-88.237056,AirSprint Inc.: A,,No Deice Mentions Found,
KUGN,UGN,UGN,Waukegan National,Chicago/waukegan,United States,42.422149,-87.867916,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 and 4 Available - Call FBO for more information",No
KUNU,UNU,UNU,Dodge County  ,Juneau,United States,43.426472,-88.703861,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KUOX,UOX,UOX,University-Oxford,Oxford,United States,34.384333,-89.536806,AirSprint Inc.: A,,No Deice Mentions Found,
KVCV,VCV,VCV,Southern California Logistics,Victorville,United States,34.595526,-117.382662,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
KVGC,,VGC,Hamilton Municipal,Hamilton,United States,42.843444,-75.561194,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

NOT AVAILABLE",Yes
KVGT,VGT,VGT,North Las Vegas,Las Vegas,United States,36.210703,-115.194443,AirSprint Inc.: A,,No Deice Mentions Found,
KVNC,VNC,VNC,Venice Municipal,Venice,United States,27.071268,-82.440032,AirSprint Inc.: A,,No Deice Mentions Found,
KVNY,VNY,VNY,Van Nuys,Van Nuys,United States,34.209806,-118.489972,AirSprint Inc.: A,A_7,No Deice Mentions Found,
KVRB,VRB,VRB,Vero Beach Regional,Vero Beach,United States,27.655556,-80.417944,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	No deicing available",No
KVSF,VSF,VSF,Hartness State (Springfield),Springfield,United States,43.343722,-72.517278,AirSprint Inc.: A,,No Deice Mentions Found,
KVTN,VTN,VTN,Miller Field,Valentine,United States,42.856694,-100.548972,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

•	Not available",Yes
KVUJ,,VUJ,Stanly County,Albemarle,United States,35.416694,-80.150791,AirSprint Inc.: A,,No Deice Mentions Found,
KWDG,WDG,WDG,Enid Woodring Regional,Enid,United States,36.375944,-97.789417,AirSprint Inc.: A,,No Deice Mentions Found,
KWMC,WMC,WMC,Winnemucca Municipal,Winnemucca,United States,40.896611,-117.805889,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Services available at FBO",No
KWVL,WVL,WVL,Waterville Robert LaFleur  ,Waterville,United States,44.53325,-69.675528,AirSprint Inc.: A,,"DEICE/ANTI ICE:

•	Type 1 available 
•	Contact FBO through email -  gthibeault@waterville-me.gov or airport@waterville-me.gov",No
KWWD,WWD,WWD,Cape May County,Wildwood,United States,39.0085,-74.9085833,AirSprint Inc.: A,,No Deice Mentions Found,
KWYS,WYS,WYS,Yellowstone  ,West Yellowstone,United States,44.688389,-111.117639,AirSprint Inc.: A,A_5,No Deice Mentions Found,
KXNA,XNA,XNA,Northwest Arkansas National,Fayetteville/springdale/rogers,United States,36.281579,-94.307766,AirSprint Inc.: A,,No Deice Mentions Found,
KXWA,XWA,XWA,Williston Basin International,Williston,United States,48.259784,-103.750557,AirSprint Inc.: A,,"DEICE/ANTI-ICE [22MAY24]:

•	Type 1 only available at FBO
Full de-icing is available and can be arranged through FBO.",No
KYIP,YIP,YIP,Willow Run  ,Detroit,United States,42.240274,-83.531462,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Type 1 available - $16.50/Gallon",No
KYKM,YKM,YKM,Yakima Air Trml - Mcallister Field,Yakima,United States,46.568167,-120.544062,AirSprint Inc.: A,,No Deice Mentions Found,
KYNG,YNG,YNG,Youngstown - Warren Regional,Youngstown/warren,United States,41.261583,-80.680361,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not Available",Yes
PACD,CDB,CDB,Cold Bay,Cold Bay,United States,55.205917,-162.72625,AirSprint Inc.: A,,"DEICE/ANTI-ICE [24MAY24]:

•	Currently not available, planning on offering deice/anti-ice in the next 4-5 months (~Sept/Oct) - per Frosty Fuels officer",Yes
PADQ,ADQ,ADQ,Kodiak,Kodiak,United States,57.749794,-152.493944,AirSprint Inc.: A,,No Deice Mentions Found,
PAEN,ENA,ENA,Kenai Municipal,Kenai,United States,60.573278,-151.244833,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
PAJN,JNU,JNU,Juneau International,Juneau,United States,58.354712,-134.578471,AirSprint Inc.: A,A_7,"DEICE/ANTI-ICE:

•	Type 1 DE-ICING fluid available $9.50/gallon.  Done on FBO ramp - 907-789-0055
•	Type 4 potentially available in winter '24/'25, call for availability - per Aero Services officer 05JUN24",No
PAKT,KTN,KTN,Ketchikan International,Ketchikan,United States,55.354083,-131.711222,AirSprint Inc.: A,A_6,No Deice Mentions Found,
PANC,ANC,ANC,Ted Stevens Anchorage International,Anchorage,United States,61.174085,-149.998138,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Available at FBO",No
PASI,SIT,SIT,Sitka Rocky Gutierrez,Sitka,United States,57.046834,-135.361069,AirSprint Inc.: A,,No Deice Mentions Found,
PAWG,WRG,WRG,Wrangell,Wrangell,United States,56.484333,-132.369833,AirSprint Inc.: A,,No Deice Mentions Found,
PAYA,YAK,YAK,Yakutat,Yakutat,United States,59.503323,-139.660268,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
PHKO,KOA,KOA,Ellison Onizuka Kona International At Keahole,Kailua/kona,United States,19.738765,-156.045631,AirSprint Inc.: A,A_8,No Deice Mentions Found,
PHLI,LIH,LIH,Lihue,Lihue,United States,21.975983,-159.338958,AirSprint Inc.: A,A_7,No Deice Mentions Found,
PHNL,HNL,HNL,Daniel K Inouye International,Honolulu,United States,21.317817,-157.920228,AirSprint Inc.: A,A_10,"DEICE/ANTI-ICE:

•	Not Available",Yes
PHOG,OGG,OGG,Kahului,Kahului,United States,20.898649,-156.430459,AirSprint Inc.: A,A_8,No Deice Mentions Found,
,,K88,Allen County,Iola,United States,37.868222,-95.386944,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
,RBK,F70,French Valley,Murrieta/temecula,United States,33.574179,-117.128473,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE:

- Not Available",Yes
,OCA,07FA,Ocean Reef Club,Key Largo,United States,25.324317,-80.275729,AirSprint Inc.: B,,No Deice Mentions Found,
,,9V9,Chamberlain Municipal,Chamberlain,United States,43.766137,-99.321229,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
,,3J1,Ridgeland-Claude Dean,Ridgeland,United States,32.496851,-80.993149,AirSprint Inc.: B,,No Deice Mentions Found,
,,K24,Russell County,Jamestown,United States,37.009694,-85.10275,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
,SUO,S21,Sunriver,Sunriver,United States,43.876313,-121.453051,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

•	Not available",Yes
,,1M5,Douglas Hunter Field,Portland,United States,36.592861,-86.476917,AirSprint Inc.: A,,No Deice Mentions Found,
,,FA54,Coral Creek,Placida,United States,26.853742,-82.252603,AirSprint Inc.: A,,No Deice Mentions Found,
,,9TE2,JL Bar Ranch,Sonora,United States,30.568367,-100.444191,AirSprint Inc.: A,,No Deice Mentions Found,
,,X07,Lake Wales Municipal,Lake Wales,United States,27.893211,-81.621459,AirSprint Inc.: A,,No Deice Mentions Found,
,,4A6,Scottsboro Municipal-Word Field,Scottsboro,United States,34.688694,-86.005944,AirSprint Inc.: A,,No Deice Mentions Found,
,,3U3,Bowman Field,Anaconda,United States,46.153414,-112.867735,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
,,X60,Williston Municipal,Williston,United States,29.354605,-82.470564,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

- Not Available",Yes
,,8A1,Guntersville Municipal - Joe Starnes Field,Guntersville,United States,34.406189,-86.26087,AirSprint Inc.: A,,No Deice Mentions Found,
,,P20,Avi Suquilla,Parker,United States,34.149833,-114.267833,AirSprint Inc.: A,,"DEICE/ANTI-ICE:
·	Not available",Yes
,ROL,74V,Roosevelt Municipal,Roosevelt,United States,40.278414,-110.051377,AirSprint Inc.: A,,"DE-ICE/ANTI-ICE

- TYPE 1 Available Callout required - (435)-823-7230",No
,,F45,North Palm Beach County General Aviation,West Palm Beach,United States,26.845917,-80.222333,AirSprint Inc.: B,,No Deice Mentions Found,
,,14WI,Cylon,New Richmond,United States,45.136944,-92.376667,,,Error: Expecting value: line 1 column 1 (char 0),
,,2J3,Louisville Municipal,Louisville,United States,32.985944,-82.384806,AirSprint Inc.: A,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes
,,5B2,Saratoga County,Saratoga Springs,United States,43.050722,-73.861639,AirSprint Inc.: A,,No Deice Mentions Found,
,,1R7,Brookhaven-Lincoln County,Brookhaven,United States,31.605833,-90.409306,AirSprint Inc.: B,,"DEICE/ANTI-ICE:

NOT AVAILABLE",Yes




